0;0;0;0;sea;false;ocean;0
1372;200;175;121;land;false;desert;1
1373;218;240;89;land;false;desert;1
1374;131;133;55;land;false;plains;1
1375;35;97;235;land;false;forest;1
1376;245;195;174;land;false;plains;1
1377;208;235;120;land;false;jungle;1
1378;231;194;222;land;true;urban;1
1379;156;104;42;land;false;hills;1
1380;237;67;60;land;false;plains;1
1381;134;73;21;land;true;plains;1
1382;65;14;225;land;false;jungle;1
1383;99;213;106;land;false;hills;1
1384;67;211;0;land;false;mountain;1
1385;203;175;254;land;true;desert;1
1386;253;183;194;land;false;desert;1
1387;40;39;43;land;false;urban;1
1388;141;107;121;land;false;jungle;1
1389;160;224;189;land;false;forest;1
1390;239;192;218;land;false;mountain;1
1391;109;178;253;land;false;mountain;1
1392;124;15;172;land;false;plains;1
1393;66;175;212;land;false;jungle;1
1394;46;65;186;land;false;jungle;1
1395;233;216;81;land;false;mountain;1
1396;188;93;88;land;false;plains;1
1397;35;134;72;land;false;mountain;1
1398;42;35;174;land;false;urban;1
1399;88;143;24;land;false;forest;1
1400;247;89;64;land;false;mountain;1
1401;124;94;29;land;false;mountain;1
1402;136;77;179;land;false;hills;1
1403;41;125;127;land;false;jungle;1
1404;67;133;39;land;false;hills;1
1405;127;14;220;land;false;mountain;1
1406;11;186;175;land;false;mountain;1
1407;233;203;0;land;false;plains;1
1408;5;67;191;land;false;plains;1
1409;126;211;132;land;false;jungle;1
1410;76;145;155;land;false;forest;1
1411;91;84;143;land;false;mountain;1
1412;133;118;220;land;false;jungle;1
1413;98;194;210;land;false;desert;1
1414;111;106;88;land;false;mountain;1
1415;102;143;14;land;true;plains;1
1416;217;109;197;land;false;plains;1
1417;40;66;151;land;false;mountain;1
1418;248;156;235;land;false;plains;1
1419;48;175;167;land;true;jungle;1
1420;83;83;132;land;true;desert;1
1421;12;234;141;land;false;desert;1
1422;254;14;23;land;false;jungle;1
1423;92;60;95;land;false;desert;1
1424;82;178;185;land;false;hills;1
1425;203;55;197;land;false;plains;1
1426;38;250;92;land;false;desert;1
1427;25;51;156;land;true;urban;1
1428;246;78;101;land;false;plains;1
1429;68;154;252;land;true;forest;1
1430;228;58;139;land;false;mountain;1
1431;137;10;68;land;true;urban;1
1432;28;196;6;land;false;plains;1
1433;71;37;44;land;false;jungle;1
1434;23;229;128;land;true;plains;1
1435;113;55;25;land;true;plains;1
1436;198;64;94;land;true;forest;1
1437;164;235;70;land;false;urban;1
1438;191;125;21;land;false;mountain;1
1439;88;104;40;land;false;hills;1
1440;10;221;180;land;false;plains;1
1441;124;130;239;land;false;desert;1
1442;216;188;36;land;false;desert;1
1443;7;115;184;land;false;desert;1
1444;250;93;165;land;true;urban;1
1445;10;235;214;land;false;plains;1
1446;228;22;46;land;false;desert;1
1447;30;107;122;land;false;hills;1
1448;235;10;253;land;false;desert;1
1449;49;144;18;land;false;mountain;1
1450;57;144;9;land;true;plains;1
1451;66;98;92;land;false;forest;1
1452;235;38;255;land;false;jungle;1
1453;184;215;54;land;false;forest;1
1454;228;223;178;land;true;urban;1
1455;177;102;28;land;false;plains;1
1456;236;206;62;land;true;urban;1
1457;176;63;105;land;true;forest;1
1458;29;58;189;land;false;hills;1
1459;201;66;114;land;false;mountain;1
1460;230;223;2;land;false;hills;1
1461;211;165;195;land;true;urban;1
1462;132;80;127;land;false;mountain;1
1463;229;68;52;land;false;hills;1
1464;30;54;70;land;false;mountain;1
1465;52;24;69;land;false;mountain;1
1466;120;127;181;land;false;mountain;1
1467;241;36;74;land;true;forest;1
1468;185;154;224;land;true;desert;1
1469;224;225;164;land;false;mountain;1
1470;80;96;70;land;false;mountain;1
1471;85;8;67;land;false;plains;1
1472;70;147;208;land;true;jungle;1
1473;169;194;25;land;false;jungle;1
1474;5;211;232;land;false;plains;1
1475;84;63;71;land;false;marsh;1
1476;155;34;25;land;false;hills;1
1477;162;167;216;land;true;desert;1
1478;197;246;195;land;true;plains;1
1479;108;181;15;land;true;plains;1
1480;207;115;41;land;false;mountain;1
1481;232;236;99;land;true;mountain;1
1482;85;195;48;land;false;plains;1
1483;238;160;67;land;false;mountain;1
1484;161;177;144;land;false;plains;1
1485;98;72;2;land;false;mountain;1
1486;169;143;3;land;false;desert;1
1487;67;149;28;land;false;plains;1
1488;44;247;169;land;true;urban;1
1489;4;109;97;land;true;plains;1
1490;105;171;75;land;true;forest;1
1491;109;0;122;land;false;plains;1
1492;8;217;251;land;false;hills;1
1493;168;155;158;land;false;plains;1
1494;95;159;104;land;false;forest;1
1495;12;11;73;land;false;mountain;1
1496;74;25;193;land;false;mountain;1
1497;228;71;255;land;true;mountain;1
1498;226;35;38;land;false;desert;1
1499;177;207;60;land;true;jungle;1
1500;247;60;54;land;false;mountain;1
1501;46;89;115;land;false;plains;1
1502;24;80;92;land;false;mountain;1
1503;134;204;131;land;false;urban;1
1504;244;111;9;land;false;mountain;1
1505;146;179;113;land;false;desert;1
1506;188;194;163;land;false;hills;1
1507;157;141;52;land;false;hills;1
1508;154;38;162;land;false;plains;1
1509;45;8;68;land;false;desert;1
1510;191;157;90;land;false;hills;1
1511;170;24;195;land;true;plains;1
1512;30;146;141;land;false;plains;1
1513;71;149;141;land;false;hills;1
1514;97;189;22;land;false;forest;1
1515;196;52;248;land;false;plains;1
1516;156;2;235;land;false;forest;1
1517;48;93;39;land;false;desert;1
1518;67;197;177;land;false;jungle;1
1519;229;15;108;land;false;jungle;1
1520;205;29;147;land;false;urban;1
1521;91;36;87;land;true;urban;1
1522;1;153;70;land;false;mountain;1
1523;148;24;81;land;false;desert;1
1524;252;12;128;land;false;forest;1
1525;210;36;8;land;false;jungle;1
1526;239;22;111;land;true;forest;1
1527;119;165;174;land;true;urban;1
1528;135;75;77;land;false;plains;1
1529;158;132;67;land;false;desert;1
1530;242;231;181;land;false;forest;1
1531;98;34;21;land;false;mountain;1
1532;63;195;22;land;false;desert;1
1533;176;250;207;land;false;plains;1
1534;61;182;31;land;false;desert;1
1535;149;97;88;land;false;desert;1
1536;82;45;224;land;false;forest;1
1537;43;83;57;land;false;desert;1
1538;8;62;229;land;false;plains;1
1539;89;184;120;land;false;hills;1
1540;16;252;211;land;false;jungle;1
1541;109;219;49;land;false;mountain;1
1542;31;182;247;land;false;desert;1
1543;238;0;169;land;false;mountain;1
1544;10;69;41;land;false;plains;1
1545;81;221;238;land;false;plains;1
1546;17;70;62;land;false;marsh;1
1547;210;125;50;land;false;plains;1
1548;204;11;180;land;false;jungle;1
1549;195;60;78;land;false;hills;1
1550;212;224;221;land;false;plains;1
1551;29;226;59;land;false;urban;1
1552;79;85;93;land;false;plains;1
1553;84;16;56;land;true;plains;1
1554;228;148;141;land;false;forest;1
1555;22;129;225;land;false;plains;1
1556;164;191;111;land;false;plains;1
1557;61;118;224;land;false;plains;1
1558;39;142;89;land;true;desert;1
1559;38;77;66;land;false;urban;1
1560;81;27;217;land;false;desert;1
1561;42;20;12;land;false;plains;1
1562;191;143;4;land;true;desert;1
1563;32;101;143;land;false;mountain;1
1564;135;18;215;land;true;jungle;1
1565;228;190;180;land;true;plains;1
1566;45;150;246;land;false;jungle;1
1567;170;110;205;land;false;plains;1
1568;104;217;48;land;false;plains;1
1569;1;77;95;land;false;mountain;1
1570;94;4;133;land;true;hills;1
1571;143;150;191;land;false;mountain;1
1572;38;151;78;land;false;forest;1
1573;113;0;77;land;true;plains;1
1574;153;235;147;land;false;plains;1
1575;66;222;69;land;false;plains;1
1576;31;87;210;land;false;mountain;1
1577;77;83;244;land;true;forest;1
1578;184;38;18;land;true;forest;1
1579;67;142;192;land;true;urban;1
1580;76;193;234;land;false;forest;1
1581;227;221;170;land;true;marsh;1
1582;223;181;224;land;false;jungle;1
1583;228;37;61;land;false;mountain;1
1584;4;216;20;land;true;urban;1
1585;119;194;48;land;true;forest;1
1586;11;209;108;land;true;jungle;1
1587;209;244;102;land;false;jungle;1
1588;138;91;213;land;true;jungle;1
1589;73;205;187;land;true;desert;1
1590;50;153;29;land;true;plains;1
1591;172;169;62;land;false;plains;1
1592;105;143;125;land;false;plains;1
1593;207;45;68;land;false;mountain;1
1594;71;158;173;land;false;jungle;1
1595;74;204;30;land;false;jungle;1
1596;95;2;151;land;false;plains;1
1597;113;60;203;land;false;desert;1
1598;79;178;222;land;false;hills;1
1599;247;94;72;land;false;plains;1
1600;192;78;19;land;false;mountain;1
1601;126;82;80;land;false;mountain;1
1602;255;84;244;land;false;forest;1
1603;227;94;43;land;false;mountain;1
1604;4;152;174;land;false;forest;1
1605;199;57;223;land;true;plains;1
1606;9;49;22;land;false;mountain;1
1607;221;117;139;land;false;desert;1
1608;6;50;173;land;true;forest;1
1609;82;60;29;land;true;jungle;1
1610;221;53;10;land;true;urban;1
1611;157;194;167;land;false;hills;1
1612;201;253;169;land;false;desert;1
1613;248;246;243;land;false;jungle;1
1614;36;211;219;land;false;hills;1
1615;149;156;100;land;false;desert;1
1616;210;248;202;land;true;plains;1
1617;127;37;17;land;true;plains;1
1618;10;55;195;land;false;forest;1
1619;147;243;48;land;false;jungle;1
1620;48;65;242;land;false;plains;1
1621;128;99;110;land;false;mountain;1
1622;62;11;84;land;false;mountain;1
1623;227;120;144;land;true;plains;1
1624;6;101;217;land;false;plains;1
1625;111;22;39;land;false;desert;1
1626;123;128;36;land;false;mountain;1
1627;119;130;170;land;true;jungle;1
1628;214;48;190;land;false;plains;1
1629;36;125;187;land;false;desert;1
1630;249;224;0;land;false;marsh;1
1631;8;2;52;land;true;urban;1
1632;51;129;251;land;false;plains;1
1633;239;120;56;land;false;plains;1
1634;27;155;226;land;true;mountain;1
1635;84;185;174;land;false;jungle;1
1636;145;31;172;land;false;plains;1
1637;3;151;237;land;true;forest;1
1638;149;44;56;land;false;plains;1
1639;132;21;9;land;false;mountain;1
1640;157;100;172;land;true;urban;1
1641;44;120;110;land;false;mountain;1
1642;210;59;64;land;false;marsh;1
1643;188;37;196;land;false;plains;1
1644;202;142;138;land;false;desert;1
1645;58;34;216;land;true;forest;1
1646;146;220;61;land;false;mountain;1
1647;10;161;225;land;false;desert;1
1648;128;156;196;land;false;hills;1
1649;71;67;41;land;true;plains;1
1650;210;160;175;land;false;desert;1
1651;25;176;69;land;false;desert;1
1652;191;152;18;land;false;plains;1
1653;33;170;225;land;true;hills;1
1654;127;240;95;land;false;plains;1
1655;30;174;121;land;true;plains;1
1656;153;56;129;land;false;plains;1
1657;4;247;112;land;false;plains;1
1658;241;66;214;land;true;plains;1
1659;9;210;225;land;false;desert;1
1660;123;202;108;land;true;jungle;1
1661;173;125;36;land;true;plains;1
1662;200;117;32;land;false;mountain;1
1663;177;22;169;land;false;mountain;1
1664;36;177;233;land;false;jungle;1
1665;248;249;127;land;true;plains;1
1666;62;104;86;land;false;marsh;1
1667;106;201;147;land;true;plains;1
1668;48;192;18;land;false;mountain;1
1669;31;109;110;land;false;mountain;1
1670;47;68;89;land;false;plains;1
1671;187;197;205;land;false;jungle;1
1672;233;119;164;land;true;forest;1
1673;75;114;36;land;false;urban;1
1674;161;153;64;land;false;plains;1
1675;214;125;48;land;false;desert;1
1676;158;228;47;land;false;plains;1
1677;129;238;202;land;true;urban;1
1678;126;187;108;land;true;forest;1
1679;203;205;48;land;false;plains;1
1680;112;99;226;land;true;plains;1
1681;237;155;23;land;false;plains;1
1682;215;30;29;land;false;mountain;1
1683;46;71;19;land;true;forest;1
1684;187;206;218;land;false;plains;1
1685;177;212;88;land;false;plains;1
1686;175;125;149;land;false;plains;1
1687;231;26;70;land;false;mountain;1
1688;36;52;60;land;false;plains;1
1689;196;67;157;land;false;mountain;1
1690;223;229;30;land;true;plains;1
1691;14;76;40;land;false;plains;1
1692;196;63;223;land;false;hills;1
1693;148;3;10;land;true;plains;1
1694;118;192;53;land;true;plains;1
1695;219;216;42;land;false;plains;1
1696;194;134;127;land;false;plains;1
1697;106;74;86;land;false;jungle;1
1698;66;251;83;land;false;desert;1
1699;127;77;150;land;false;desert;1
1700;36;142;248;land;false;hills;1
1701;51;35;173;land;false;hills;1
1702;27;2;105;land;true;mountain;1
1703;181;8;213;land;true;forest;1
1704;67;191;186;land;false;mountain;1
1705;221;173;20;land;false;mountain;1
1706;221;48;158;land;false;hills;1
1707;26;35;210;land;false;desert;1
1708;219;76;8;land;false;plains;1
1709;205;177;170;land;false;forest;1
1710;88;4;146;land;true;forest;1
1711;10;102;229;land;true;plains;1
1712;109;223;51;land;false;plains;1
1713;6;139;7;land;true;forest;1
1714;241;208;49;land;false;plains;1
1715;235;108;82;land;false;hills;1
1716;36;84;103;land;false;forest;1
1717;183;254;92;land;true;mountain;1
1718;116;60;93;land;false;mountain;1
1719;117;192;26;land;false;plains;1
1720;154;136;54;land;false;hills;1
1721;21;251;203;land;false;forest;1
1722;65;231;250;land;false;mountain;1
1723;14;147;230;land;false;plains;1
1724;46;238;33;land;false;forest;1
1725;189;254;80;land;false;jungle;1
1726;16;60;2;land;false;plains;1
1727;182;22;97;land;false;plains;1
1728;113;138;250;land;false;plains;1
1729;211;227;177;land;false;desert;1
1730;52;186;229;land;true;plains;1
1731;141;144;122;land;false;urban;1
1732;33;174;222;land;false;plains;1
1733;3;86;229;land;false;mountain;1
1734;222;161;159;land;false;jungle;1
1735;15;155;66;land;true;urban;1
1736;111;232;111;land;true;urban;1
1737;75;223;140;land;false;mountain;1
1738;84;193;3;land;false;mountain;1
1739;174;126;12;land;false;desert;1
1740;31;249;55;land;false;forest;1
1741;73;58;32;land;false;mountain;1
1742;104;37;117;land;true;jungle;1
1743;57;217;139;land;true;plains;1
1744;145;127;46;land;false;mountain;1
1745;69;174;121;land;false;plains;1
1746;189;199;11;land;false;plains;1
1747;116;186;112;land;true;jungle;1
1748;237;106;234;land;false;plains;1
1749;239;138;36;land;false;forest;1
1750;221;14;209;land;false;mountain;1
1751;179;106;218;land;false;jungle;1
1752;20;50;84;land;true;forest;1
1753;60;65;166;land;false;jungle;1
1754;175;130;152;land;false;forest;1
1755;199;149;57;land;false;hills;1
1756;101;137;3;land;true;mountain;1
1757;30;244;121;land;false;hills;1
1758;109;58;113;land;false;hills;1
1759;30;24;186;land;false;urban;1
1760;249;235;101;land;true;desert;1
1761;52;157;107;land;false;jungle;1
1762;249;152;159;land;false;jungle;1
1763;10;179;79;land;false;plains;1
1764;77;124;116;land;false;desert;1
1765;65;155;243;land;false;desert;1
1766;244;218;131;land;false;jungle;1
1767;216;53;130;land;false;forest;1
1768;33;89;159;land;false;mountain;1
1769;16;35;85;land;false;plains;1
1770;216;42;57;land;false;jungle;1
1771;19;119;180;land;false;forest;1
1772;125;27;86;land;false;forest;1
1773;162;86;78;land;false;hills;1
1774;180;130;176;land;false;plains;1
1775;36;197;74;land;false;forest;1
1776;130;99;236;land;true;jungle;1
1777;19;125;225;land;true;jungle;1
1778;120;128;239;land;false;marsh;1
1779;177;152;190;land;false;jungle;1
1780;169;60;164;land;false;plains;1
1781;197;159;206;land;true;plains;1
1782;26;235;42;land;false;plains;1
1783;81;9;145;land;false;hills;1
1784;80;250;252;land;false;mountain;1
1785;204;48;68;land;false;plains;1
1786;185;45;212;land;false;plains;1
1787;163;19;244;land;false;urban;1
1788;244;135;93;land;false;plains;1
1789;10;143;216;land;false;mountain;1
1790;191;145;186;land;true;plains;1
1791;97;17;213;land;false;plains;1
1792;133;35;166;land;true;desert;1
1793;56;69;33;land;true;plains;1
1794;138;113;243;land;false;plains;1
1795;84;63;134;land;false;plains;1
1796;73;17;93;land;false;desert;1
1797;158;158;161;land;true;forest;1
1798;51;82;28;land;false;mountain;1
1799;213;202;46;land;false;urban;1
1800;245;217;179;land;false;jungle;1
1801;198;251;235;land;false;hills;1
1802;62;73;45;land;true;forest;1
1803;192;116;229;land;true;jungle;1
1804;236;238;190;land;false;jungle;1
1805;68;66;126;land;false;mountain;1
1806;67;49;101;land;true;plains;1
1807;201;84;99;land;true;urban;1
1808;127;195;82;land;false;mountain;1
1809;14;51;88;land;false;plains;1
1810;49;56;68;land;false;urban;1
1811;93;180;11;land;false;desert;1
1812;6;31;240;land;true;marsh;1
1813;11;5;230;land;false;plains;1
1814;206;61;190;land;false;desert;1
1815;208;41;110;land;true;forest;1
1816;152;25;219;land;false;plains;1
1817;122;191;160;land;false;mountain;1
1818;117;221;207;land;false;mountain;1
1819;33;174;253;land;false;plains;1
1820;142;50;228;land;true;plains;1
1821;228;44;182;land;false;plains;1
1822;252;123;161;land;false;marsh;1
1823;240;74;193;land;false;plains;1
1824;37;192;55;land;true;forest;1
1825;99;123;44;land;false;plains;1
1826;49;23;22;land;false;desert;1
1827;76;236;197;land;false;jungle;1
1828;162;195;183;land;false;mountain;1
1829;90;195;33;land;false;jungle;1
1830;63;52;195;land;true;desert;1
1831;62;125;59;land;false;marsh;1
1832;215;214;27;land;false;mountain;1
1833;157;190;39;land;false;plains;1
1834;23;179;185;land;true;marsh;1
1835;28;208;2;land;false;urban;1
1836;27;24;27;land;false;hills;1
1837;24;159;248;land;false;desert;1
1838;172;1;77;land;false;hills;1
1839;43;57;39;land;false;mountain;1
1840;185;39;249;land;false;plains;1
1841;187;35;159;land;true;urban;1
1842;75;160;104;land;false;plains;1
1843;237;120;36;land;true;plains;1
1844;35;230;39;land;false;plains;1
1845;17;249;60;land;false;hills;1
1846;20;47;49;land;true;plains;1
1847;179;194;56;land;false;forest;1
1848;191;237;221;land;false;plains;1
1849;118;239;158;land;false;plains;1
1850;19;137;28;land;false;hills;1
1851;75;199;73;land;true;jungle;1
1852;107;185;110;land;false;hills;1
1853;254;42;2;land;false;plains;1
1854;180;82;176;land;false;plains;1
1855;170;37;187;land;true;desert;1
1856;1;27;77;land;false;hills;1
1857;127;241;231;land;true;mountain;1
1858;249;34;195;land;false;desert;1
1859;90;145;208;land;false;desert;1
1860;247;17;18;land;false;desert;1
1861;227;94;242;land;true;urban;1
1862;8;243;252;land;true;plains;1
1863;125;58;215;land;true;plains;1
1864;42;14;172;land;false;mountain;1
1865;169;150;85;land;false;mountain;1
1866;62;227;43;land;true;hills;1
1867;150;28;169;land;false;mountain;1
1868;152;177;184;land;true;plains;1
1869;170;30;219;land;false;plains;1
1870;179;76;131;land;false;plains;1
1871;116;145;142;land;false;plains;1
1872;46;216;119;land;false;hills;1
1873;31;123;56;land;false;plains;1
1874;156;104;126;land;true;jungle;1
1875;218;178;88;land;true;urban;1
1876;238;161;207;land;true;forest;1
1877;18;119;181;land;false;urban;1
1878;231;35;135;land;false;plains;1
1879;2;25;184;land;true;jungle;1
1880;189;67;82;land;false;mountain;1
1881;210;5;39;land;true;urban;1
1882;152;167;193;land;false;desert;1
1883;234;225;58;land;true;plains;1
1884;205;193;141;land;false;desert;1
1885;187;6;224;land;false;hills;1
1886;201;39;8;land;true;plains;1
1887;156;35;106;land;true;forest;1
1888;110;15;73;land;true;forest;1
1889;21;67;180;land;false;plains;1
1890;82;198;183;land;false;mountain;1
1891;166;4;12;land;false;plains;1
1892;119;212;149;land;false;plains;1
1893;202;59;212;land;false;plains;1
1894;143;116;177;land;true;plains;1
1895;97;82;210;land;false;hills;1
1896;162;228;34;land;false;desert;1
1897;229;143;252;land;false;hills;1
1898;65;210;20;land;false;plains;1
1899;230;229;230;land;false;plains;1
1900;200;183;121;land;false;jungle;1
1901;210;211;30;land;true;jungle;1
1902;166;119;28;land;false;mountain;1
1903;211;23;160;land;false;mountain;1
1904;216;225;140;land;false;plains;1
1905;147;81;94;land;false;plains;1
1906;243;166;149;land;false;desert;1
1907;144;15;121;land;true;urban;1
1908;4;150;142;land;false;desert;1
1909;105;39;34;land;false;plains;1
1910;40;189;41;land;true;jungle;1
1911;223;230;84;land;false;desert;1
1912;169;119;114;land;false;urban;1
1913;104;191;44;land;false;plains;1
1914;220;244;26;land;true;plains;1
1915;240;140;193;land;false;plains;1
1916;27;82;164;land;true;mountain;1
1917;71;76;52;land;true;jungle;1
1918;229;34;166;land;false;desert;1
1919;181;245;30;land;false;desert;1
1920;73;235;131;land;false;plains;1
1921;7;213;96;land;false;plains;1
1922;111;134;58;land;false;plains;1
1923;85;128;130;land;true;forest;1
1924;212;178;72;land;false;jungle;1
1925;158;44;183;land;false;plains;1
1926;161;63;165;land;false;mountain;1
1927;33;196;33;land;true;plains;1
1928;64;48;55;land;false;plains;1
1929;103;251;136;land;false;plains;1
1930;52;22;30;land;false;mountain;1
1931;252;252;209;land;false;mountain;1
1932;203;244;165;land;false;desert;1
1933;230;217;246;land;false;desert;1
1934;173;11;201;land;true;urban;1
1935;135;40;72;land;false;jungle;1
1936;118;15;240;land;true;urban;1
1937;250;209;118;land;false;mountain;1
1938;87;211;35;land;false;urban;1
1939;142;103;209;land;false;plains;1
1940;59;150;192;land;false;plains;1
1941;18;202;111;land;true;urban;1
1942;7;112;182;land;false;plains;1
1943;145;199;122;land;false;mountain;1
1944;85;48;163;land;false;jungle;1
1945;17;91;118;land;false;urban;1
1946;132;129;145;land;false;plains;1
1947;224;18;233;land;true;plains;1
1948;135;170;235;land;false;jungle;1
1949;86;214;138;land;true;desert;1
1950;175;150;58;land;false;plains;1
1951;224;163;76;land;true;urban;1
1952;195;105;230;land;false;mountain;1
1953;82;149;188;land;false;mountain;1
1954;218;159;19;land;true;plains;1
1955;35;231;168;land;false;plains;1
1956;155;111;129;land;true;forest;1
1957;3;42;244;land;false;desert;1
1958;194;59;49;land;false;jungle;1
1959;231;234;249;land;true;plains;1
1960;238;171;27;land;false;plains;1
1961;219;37;12;land;false;forest;1
1962;35;34;109;land;true;urban;1
1963;36;145;96;land;false;mountain;1
1964;222;193;162;land;true;forest;1
1965;239;189;48;land;false;desert;1
1966;198;119;41;land;true;plains;1
1967;219;74;115;land;false;mountain;1
1968;192;97;159;land;false;plains;1
1969;12;86;50;land;false;hills;1
1970;59;33;194;land;false;mountain;1
1971;101;103;0;land;true;urban;1
1972;154;255;71;land;true;urban;1
1973;160;230;106;land;false;jungle;1
1974;253;224;84;land;true;plains;1
1975;51;155;118;land;true;forest;1
1976;74;127;217;land;false;plains;1
1977;85;85;142;land;false;plains;1
1978;74;70;33;land;false;mountain;1
1979;158;15;181;land;false;forest;1
1980;105;41;222;land;false;jungle;1
1981;38;239;102;land;false;urban;1
1982;219;87;57;land;false;hills;1
1983;111;163;183;land;false;jungle;1
1984;30;1;84;land;false;urban;1
1985;133;24;12;land;false;forest;1
1986;134;213;96;land;false;desert;1
1987;202;208;19;land;false;forest;1
1988;95;51;122;land;false;plains;1
1989;242;49;25;land;false;urban;1
1990;72;132;231;land;false;forest;1
1991;45;235;244;land;false;mountain;1
1992;237;176;49;land;false;mountain;1
1993;192;203;71;land;false;jungle;1
1994;155;151;117;land;false;marsh;1
1995;6;24;168;land;true;desert;1
1996;109;138;45;land;false;jungle;1
1997;6;57;177;land;true;plains;1
1998;85;15;111;land;true;plains;1
1999;29;124;216;land;false;desert;1
2000;29;86;67;land;false;plains;1
2001;162;4;5;land;false;hills;1
2002;243;107;62;land;false;mountain;1
2003;228;59;164;land;true;urban;1
2004;166;123;93;land;false;plains;1
2005;174;192;22;land;true;plains;1
2006;237;89;252;land;false;plains;1
2007;109;143;222;land;false;mountain;1
2008;246;214;69;land;false;plains;1
2009;180;187;165;land;true;jungle;1
2010;221;101;136;land;false;desert;1
2011;19;82;209;land;false;plains;1
2012;222;146;38;land;false;mountain;1
2013;219;68;161;land;false;forest;1
2014;223;103;161;land;false;mountain;1
2015;41;223;123;land;true;jungle;1
2016;70;14;114;land;false;plains;1
2017;8;230;184;land;false;desert;1
2018;150;29;227;land;false;mountain;1
2019;50;144;161;land;false;plains;1
2020;116;12;159;land;true;urban;1
2021;206;28;197;land;false;mountain;1
2022;178;169;89;land;false;desert;1
2023;240;103;114;land;false;plains;1
2024;135;123;83;land;false;jungle;1
2025;225;110;106;land;true;plains;1
2026;105;169;175;land;true;plains;1
2027;114;126;150;land;false;desert;1
2028;63;103;136;land;true;plains;1
2029;114;48;182;land;false;forest;1
2030;255;117;55;land;false;jungle;1
2031;200;186;114;land;false;hills;1
2032;68;217;69;land;false;plains;1
2033;149;57;52;land;true;urban;1
2034;231;16;52;land;true;plains;1
2035;149;62;48;land;false;mountain;1
2036;60;149;180;land;false;plains;1
2037;69;36;232;land;false;desert;1
2038;225;180;230;land;false;hills;1
2039;156;193;4;land;false;forest;1
2040;254;193;166;land;true;forest;1
2041;183;179;146;land;false;plains;1
2042;202;25;139;land;false;plains;1
2043;250;207;198;land;false;plains;1
2044;190;149;245;land;true;plains;1
2045;254;155;141;land;false;desert;1
2046;92;55;135;land;false;plains;1
2047;66;100;147;land;false;jungle;1
2048;215;88;13;land;false;marsh;1
2049;133;220;187;land;false;mountain;1
2050;166;9;98;land;false;urban;1
2051;10;71;103;land;false;jungle;1
2052;209;168;218;land;false;jungle;1
2053;254;91;159;land;true;desert;1
2054;108;242;20;land;false;jungle;1
2055;138;21;34;land;false;mountain;1
2056;245;159;87;land;false;desert;1
2057;21;226;159;land;false;jungle;1
2058;129;19;94;land;true;forest;1
2059;243;96;232;land;false;desert;1
2060;26;184;16;land;false;desert;1
2061;209;202;184;land;true;urban;1
2062;169;24;149;land;false;hills;1
2063;178;114;147;land;false;forest;1
2064;225;48;176;land;true;urban;1
2065;81;1;22;land;true;jungle;1
2066;10;112;220;land;false;urban;1
2067;17;60;245;land;false;forest;1
2068;8;164;43;land;true;forest;1
2069;49;206;58;land;true;plains;1
2070;181;143;125;land;false;mountain;1
2071;121;20;4;land;true;forest;1
2072;249;73;45;land;false;plains;1
2073;205;28;220;land;true;desert;1
2074;44;96;140;land;true;forest;1
2075;152;77;202;land;false;plains;1
2076;191;202;250;land;false;jungle;1
2077;200;97;118;land;false;plains;1
2078;156;31;186;land;false;jungle;1
2079;91;108;142;land;false;plains;1
2080;23;204;56;land;true;plains;1
2081;156;29;229;land;false;hills;1
2082;107;80;229;land;false;plains;1
2083;37;240;18;land;false;urban;1
2084;246;159;140;land;true;hills;1
2085;168;180;81;land;false;plains;1
2086;58;206;227;land;false;plains;1
2087;49;90;94;land;true;jungle;1
2088;64;242;51;land;false;desert;1
2089;49;39;57;land;false;hills;1
2090;29;26;207;land;true;urban;1
2091;211;154;189;land;false;jungle;1
2092;194;137;31;land;false;forest;1
2093;227;54;126;land;true;jungle;1
2094;151;111;177;land;true;jungle;1
2095;81;111;60;land;true;plains;1
2096;219;6;0;land;false;plains;1
2097;23;109;7;land;false;plains;1
2098;114;176;206;land;false;plains;1
2099;79;47;27;land;true;plains;1
2100;141;155;4;land;false;mountain;1
2101;113;193;232;land;false;plains;1
2102;97;31;215;land;true;jungle;1
2103;236;23;72;land;false;desert;1
2104;126;199;121;land;true;plains;1
2105;202;248;247;land;false;mountain;1
2106;212;206;163;land;false;forest;1
2107;36;231;26;land;false;hills;1
2108;201;25;111;land;true;plains;1
2109;238;133;6;land;true;urban;1
2110;78;26;52;land;false;hills;1
2111;234;199;249;land;false;jungle;1
2112;139;26;9;land;false;desert;1
2113;184;73;143;land;true;urban;1
2114;196;150;218;land;false;hills;1
2115;235;237;126;land;true;jungle;1
2116;99;69;89;land;false;hills;1
2117;52;140;45;land;false;forest;1
2118;59;145;98;land;true;plains;1
2119;153;32;223;land;false;mountain;1
2120;119;216;69;land;true;plains;1
2121;73;9;72;land;false;hills;1
2122;96;172;13;land;false;forest;1
2123;42;3;66;land;false;mountain;1
2124;101;135;146;land;true;forest;1
2125;127;225;238;land;false;plains;1
2126;230;245;111;land;true;urban;1
2127;39;247;171;land;false;forest;1
2128;82;249;254;land;false;jungle;1
2129;106;19;188;land;true;forest;1
2130;227;23;88;land;false;plains;1
2131;72;124;15;land;false;urban;1
2132;13;223;177;land;false;forest;1
2133;131;84;156;land;false;desert;1
2134;209;149;3;land;true;plains;1
2135;147;9;28;land;false;plains;1
